37.5885141	127.0059624	한성대입구
35.2056761	129.0784845	동래
35.2472273	129.0912680	구서
37.3843939	126.9356089	명학
36.9908233	127.0853183	평택
37.4187236	126.9091539	관악
37.3535747	126.9484606	군포
37.3002852	126.9711778	성균관대
37.1873720	127.0432736	세마
37.1455580	127.0667523	오산
37.1692997	127.0631149	오산대
37.0753560	127.0543657	송탄
37.5783784	127.0344672	제기동
37.6016378	127.0672904	신이문
37.5894974	127.0576239	회기
37.6330633	127.0588653	월계
37.6446274	127.0513984	녹천
37.6236987	127.0618193	광운대
37.6525981	127.0479780	창동
37.6676904	127.0443033	방학
37.7483211	127.0443627	가능
37.7249474	127.0473751	회룡
37.7102529	127.0473968	망월사
37.8434450	127.0615487	덕정
37.8186361	127.0566509	덕계
37.7742000	127.0447560	양주
37.7594418	127.0423364	녹양
37.9278263	127.0547822	동두천
37.9141529	127.0572513	보산
37.9018085	127.0565409	동두천중앙
37.4943466	126.8445367	오류동
37.4945934	126.8587536	개봉
37.4962071	126.8697062	구일
37.9480012	127.0608178	소요산
37.4867775	126.7639671	중동
37.4877038	126.7528847	송내
37.4894540	126.7245591	부평
37.4827657	126.7955903	소사
37.4841098	126.7827347	부천
37.4661244	126.6682641	도화
37.4668149	126.6569848	제물포
37.4688261	126.6424009	도원
37.4831229	126.7071115	백운
37.4710457	126.7028769	동암
37.4650814	126.6806313	주안
37.4330744	126.9969576	과천
37.4437648	127.0078955	경마공원
37.4836919	127.0843766	일원
37.3028126	126.8667779	상록수
37.3723075	126.9433970	금정
37.3942880	126.9638795	평촌
37.3580735	126.9330964	산본
37.6065818	127.1079346	양원
37.6032517	127.1433747	구리
37.5294452	127.0092424	한남
36.3322464	127.4346482	대전
35.1797508	129.0765210	시청
35.1731584	129.0713000	양정
35.1626001	129.0629411	부전
35.1474005	129.0592024	범내골
35.1409470	129.0593650	범일
35.1343358	129.0543505	좌천
35.2382122	129.0880983	장전
35.2839721	129.0951147	노포
35.2731020	129.0926680	범어사
35.1738665	128.9839737	덕포
35.1624853	128.9890030	사상
35.1893032	128.9884234	모라
35.1803689	128.9855627	모덕
35.2027962	128.9995184	구명
35.2100369	129.0053320	덕천
35.2464718	129.0128640	율리
35.2673834	129.0168891	금곡
35.2586149	129.0124334	동원
35.3083224	129.0102327	증산
35.2811219	129.0174394	호포
35.3254040	129.0193639	남양산
35.3169214	129.0139405	부산대양산캠퍼스
35.3387432	129.0264020	양산
35.1062348	128.9667606	하단
35.1034754	128.9738261	당리
35.0998400	128.9830940	사하
35.0999307	128.9928620	괴정
35.1031541	128.9999412	대티
35.1108608	129.0120406	서대신
35.1103454	129.0177611	동대신
35.1007637	129.0198441	토성
35.0973457	129.0267678	자갈치
35.0979243	129.0349473	남포
35.1038431	129.0363271	중앙
35.1212017	129.0429702	초량
35.1290282	129.0492214	부산진
35.1688889	129.1387511	벡스코
35.1673950	129.1217190	민락
35.1532536	129.0204602	개금
35.1766404	129.0858394	물만골
35.1734730	129.0957510	배산
35.1717526	129.1075228	망미
37.3879456	128.6726322	정선
37.2261666	128.8170335	사북
35.8193291	128.7276119	경산
36.9752571	127.9080675	충주
38.1007279	127.0737179	연천
35.9039125	127.0659487	삼례
36.8102804	127.1468400	천안
37.8983887	126.7091637	도라산
36.9159824	127.1268868	성환
36.1238437	128.1150320	김천
35.8500537	127.1623649	전주
37.6822186	126.7694980	일산
37.5807582	126.8955531	수색
36.2977484	127.5653496	옥천
37.2008397	128.8529765	고한
35.7931619	126.9042184	김제
38.1849896	127.1085245	대광리
34.8277400	127.0755195	명봉
35.4920243	127.3308966	서도
37.3461065	129.0852087	신기
38.2127801	127.1394867	신탄리
36.1726667	127.7858142	영동
37.1986389	128.2983291	입석리
35.3767264	127.3170129	주생
36.7780520	127.5839690	증평
36.2243141	127.9122487	황간
36.2119554	127.2009309	연산
35.4112509	127.3613332	남원
35.4317191	126.8077600	백양사
35.5388089	129.3540107	태화강
36.1554157	126.6794253	판교
35.9920486	128.4004803	왜관
35.9993608	126.7602959	군산
